customerid,tenure,monthlycharges,totalcharges,churn
8728-SKJLR,41,74,3089,No
3137-NYQQI,17,65,1175,No
7706-DZNKK,11,20,237,No
0236-HFWSV,15,93,1444,Yes
3900-AQPHZ,1,20,19,Yes
5842-POCOP,5,89,454,Yes
2037-XJFUP,33,96,3036,Yes
8823-RLPWL,72,111,8065,No
9505-SQFSW,3,40,92,No
7314-OXENN,2,82,184,Yes
3758-CKOQL,59,107,6152,No
0322-CHQRU,2,45,89,Yes
5676-CFLYY,71,73,5154,No
7521-AFHAB,5,45,220,No
0285-INHLN,27,55,1510,No
4678-DVQEO,1,52,52,Yes
5125-CNDSP,63,41,2588,No
0691-IFBQW,46,110,4874,Yes
4992-LTJNE,72,55,3983,No
2202-OUTMO,34,61,2003,No
0810-BDHAW,24,78,1832,No
0229-LFJAF,72,70,4908,No
7131-ZQZNK,60,60,3590,No
3442-ZHHCC,68,77,5023,No
5726-CVNYA,8,20,146,No
9871-ELEYA,34,68,2339,No
4257-GAESD,6,45,298,No
5173-WXOQV,2,64,143,No
2040-OBMLJ,31,82,2548,No
6286-ZHAOK,20,26,507,No
3807-XHCJH,1,20,20,No
3009-JWMPU,62,97,6125,Yes
5671-RQRLP,70,76,5411,No
1450-GALXR,10,98,1058,Yes
8859-AXJZP,39,24,903,No
3174-AKMAS,46,64,3009,No
3138-BKYAV,6,85,489,Yes
9926-PJHDQ,72,77,5468,No
7382-DFJTU,18,55,1058,No
2798-NYLMZ,71,109,7616,No
4289-DTDKW,40,101,4113,Yes
1820-TQVEV,1,70,69,Yes
2239-JALAW,58,103,6017,Yes
4853-RULSV,70,104,7250,Yes
8098-TDCBU,42,25,1108,No
3551-GAEGL,34,30,938,No
4785-NKHCX,5,20,94,No
3196-NVXLZ,25,85,2088,No
6275-YDUVO,2,86,178,Yes
0036-IHMOT,55,104,5656,No
0115-TFERT,21,111,2317,Yes
4178-EGMON,70,88,5986,No
4220-TINQT,61,106,6751,No
5318-YKDPV,43,79,3566,No
7975-TZMLR,47,103,4889,No
0295-QVKPB,5,64,318,No
4335-BSMJS,62,26,1563,No
2311-QYMUQ,16,89,1430,Yes
3643-AHCFP,7,96,644,Yes
9146-JRIOX,14,26,372,No
3104-OWCGK,60,91,5453,Yes
5337-IIWKZ,34,45,1442,No
9101-BWFSS,50,109,5610,Yes
9650-VBUOG,38,25,963,No
3487-EARAT,70,74,5222,No
2672-TGEFF,37,89,3340,No
9231-ZJYAM,4,79,292,Yes
4250-WAROZ,60,93,5774,No
8184-WMOFI,62,71,4487,No
6982-SSHFK,1,44,44,Yes
6092-QZVPP,36,79,2854,No
4625-LAMOB,44,20,905,No
0727-BMPLR,55,100,5509,Yes
0392-BZIUW,72,105,7589,No
1038-ZAGBI,12,20,229,Yes
6549-NNDYT,13,31,394,No
3027-ZTDHO,1,90,89,Yes
0422-OHQHQ,15,21,295,No
6916-HIJSE,65,85,5459,No
2316-ESMLS,12,33,444,No
9778-OGKQZ,72,92,6782,No
7408-OFWXJ,72,90,6510,No
6007-TCTST,72,116,8476,No
2252-NKNSI,52,85,4461,No
8713-IGZSO,2,25,62,No
7905-TVXTA,5,64,352,No
7695-PKLCZ,68,20,1424,No
2382-BCKQJ,62,100,6413,Yes
8374-UULRV,72,86,6309,No
2207-NHRJK,1,51,50,Yes
3224-DFQNQ,66,89,5898,No
5275-PMFUT,72,65,4719,No
4795-UXVCJ,26,20,457,No
9777-IQHWP,64,93,5822,No
0947-MUGVO,20,74,1463,Yes
9944-HKVVB,3,95,307,Yes
4124-MMETB,22,95,2104,Yes
3671-SHRSP,4,81,319,Yes
0979-MOZQI,62,39,2337,No
2732-ISEZX,5,20,104,No
3313-QKNKB,59,86,5084,Yes
0323-XWWTN,3,26,121,No
1937-OTUKY,72,98,7015,No
1573-LGXBA,57,98,5598,No
1764-VUUMT,66,20,1269,No
5073-WXOYN,60,51,3027,Yes
4713-ZBURT,45,100,4634,No
3050-GBUSH,3,35,113,No
0207-MDKNV,15,105,1582,Yes
7876-AEHIG,51,60,3077,No
7945-HLKEA,60,65,4039,No
9342-VNIMQ,33,55,1665,No
9851-KIELU,10,110,1043,Yes
3523-BRGUW,26,19,504,No
3908-BLSYF,6,84,497,Yes
3199-NPKCN,67,111,7511,No
5170-PTRKA,49,36,1782,No
4661-NJEUX,1,20,20,No
2123-AGEEN,7,84,609,No
1258-YMZNM,27,110,2857,No
0048-LUMLS,37,91,3247,No
7549-MYGPK,63,101,6215,Yes
5898-IGSLP,31,89,2823,No
3804-RVTGV,50,104,5017,Yes
6259-WJQLC,32,81,2619,No
9227-LUNBG,1,25,24,Yes
7997-EASSD,63,81,4965,No
0730-KOAVE,30,94,2679,No
8975-SKGRX,71,116,8310,No
0678-RLHVP,53,106,5682,No
4315-MURBD,12,99,1120,Yes
2267-FPIMA,50,94,4914,No
1051-GEJLJ,2,20,27,No
9734-YWGEX,9,98,923,Yes
2719-BDAQO,17,94,1625,Yes
5285-MVEHD,56,106,6068,No
0379-DJQHR,67,81,5398,No
0781-LKXBR,9,100,918,Yes
5543-QDCRY,4,56,234,No
0297-RBCSG,19,65,1231,No
4694-PHWFW,8,20,170,No
0835-JKADZ,71,111,7984,No
1907-UBQFC,10,73,688,Yes
7508-SMHXL,15,89,1288,No
3865-YIOTT,72,106,7848,No
5993-BQHEA,12,20,267,No
6024-RUGGH,72,25,1798,No
6513-EECDB,1,74,73,Yes
3956-CJUST,23,75,1643,No
4079-WWQQQ,72,66,4807,No
6103-BOCOU,26,81,2193,No
5149-TGWDZ,21,105,2239,No
7471-WNSUF,60,24,1505,No
8942-DBMHZ,12,20,255,No
4301-VVZKA,16,75,1189,No
9199-PWQVC,63,80,4786,No
4824-GUCBY,22,82,1820,No
5393-HJZSM,32,76,2404,No
7074-IEVOJ,3,79,205,Yes
9625-QSTYE,13,81,952,Yes
0862-PRCBS,68,104,7039,No
8812-ZRHFP,30,86,2538,No
5146-CBVOE,16,75,1212,No
0454-OKRCT,33,81,2651,No
5787-KXGIY,72,19,1304,No
4750-ZRXIU,4,85,360,Yes
4198-VFOEA,12,34,435,No
6630-UJZMY,4,83,308,No
5709-LVOEQ,0,81,0,No
6400-BWQKW,6,79,434,Yes
2692-AQCPF,65,108,7118,No
0347-UBKUZ,15,20,320,No
0835-DUUIQ,24,21,531,No
0811-GSDTP,13,30,382,No
7567-ECMCM,24,80,2001,No
6115-ZTBFQ,72,66,4919,No
6353-BRMMA,54,104,5645,No
6680-WKXRZ,3,74,215,Yes
6231-WFGFH,4,20,77,No
9904-EHEVJ,32,91,2896,No
7028-DVOIQ,35,99,3395,Yes
6169-PPETC,35,20,759,No
4208-UFFGW,2,45,85,Yes
8584-KMVXD,8,76,535,No
8467-WYNSR,22,55,1253,No
0851-DFJKB,15,59,955,No
5382-SOYZL,22,95,2162,No
9448-REEVD,1,45,44,Yes
3261-CQXOL,71,25,1813,No
8388-FYNPZ,4,57,245,No
4002-BQWPQ,25,82,2028,No
5651-YLPRD,32,86,2723,No
2826-DXLQO,7,30,220,No
4378-BZYFP,17,20,365,No
9489-UTFKA,8,61,551,No
4849-PYRLQ,56,73,4054,No
9117-SHLZX,1,46,45,Yes
9889-TMAHG,8,100,832,Yes
4541-RMRLG,7,19,112,Yes
7764-BDPEE,3,21,60,No
3429-IFLEM,71,77,5550,No
3158-MOERK,2,96,174,Yes
7294-TMAOP,1,91,90,Yes
5002-GCQFH,49,94,4733,No
0556-FJEGU,58,70,4048,No
8919-FYFQZ,44,30,1359,Yes
0604-THJFP,59,76,4542,No
2834-JRTUA,71,108,7532,Yes
5875-YPQFJ,1,70,69,Yes
5879-SESNB,11,75,888,No
6646-QVXLR,62,104,6383,Yes
6461-PPAXN,35,55,1916,No
3318-ISQFQ,20,20,413,No
1106-HRLKZ,40,20,808,No
2483-XSSMZ,39,48,1886,No
8603-IJWDN,1,87,86,Yes
8165-ZJRNM,72,24,1679,No
9369-XFEHK,33,81,2656,Yes
2604-XVDAM,12,44,540,No
3717-OFRTN,1,20,19,No
9046-JBFWA,27,19,537,No
3280-NMUVX,34,20,678,No
1206-EHBDD,56,80,4513,No
8361-LBRDI,58,24,1423,No
4883-KCPZJ,22,25,555,No
9108-EQPNQ,10,26,225,No
7277-KAMWT,13,20,268,No
3842-IYKUE,35,85,2917,Yes
6641-XRPSU,34,70,2416,Yes
1374-DMZUI,4,94,424,Yes
2545-LXYVJ,72,21,1492,No
3234-VKACU,2,70,132,No
8357-EQXFO,7,95,660,Yes
1989-PRJHP,27,76,1893,Yes
8120-JDCAM,4,70,284,No
8917-FAEMR,37,20,784,No
7047-YXDMZ,21,20,417,No
2858-EIMXH,53,96,5016,No
9524-EGPJC,18,90,1612,Yes
6993-OHLXR,2,69,119,Yes
8818-XYFCQ,32,100,3204,Yes
6419-ZTTLE,23,21,485,No
0929-HYQEW,3,50,160,No
6614-YOLAC,71,59,4145,No
7426-RHZGU,9,96,827,No
4065-JJAVA,1,50,49,No
4695-VADHF,18,57,990,Yes
3863-IUBJR,12,54,696,Yes
7649-SIJJF,71,80,5585,No
9361-YNQWJ,64,24,1601,No
3748-FVMZZ,4,40,162,No
9391-TTOYH,23,20,470,No
1452-XRSJV,39,51,2066,No
3422-WJOYD,28,54,1426,No
8242-SOQUO,5,85,392,No
7460-ITWWP,45,86,3861,No
7147-AYBAA,37,70,2552,No
7868-TMWMZ,60,110,6668,No
4822-RVYBB,8,101,819,Yes
6732-FZUGP,47,95,4615,No
8436-BJUMM,26,84,2070,Yes
4184-TJFAN,3,88,273,Yes
8329-GWVPJ,50,70,3557,No
1352-VHKAJ,27,72,1957,No
4145-UQXUQ,8,92,729,Yes
2632-TACXW,62,24,1416,No
8146-QQKZH,71,82,5924,No
1767-CJKBA,66,25,1697,No
6445-TNRXS,68,115,7849,No
4581-LNWUM,13,49,649,No
4869-EPIUS,56,81,4557,No
9948-YPTDG,38,79,3013,Yes
1236-WFCDV,14,90,1266,Yes
1915-OAKWD,16,19,360,No
7296-PIXQY,14,70,1046,No
4883-QICIH,32,70,2347,Yes
3354-OADJP,8,54,447,No
3524-WQDSG,43,99,4209,No
0810-DHDBD,52,74,3877,No
4026-SKKHW,3,50,152,No
2829-HYVZP,29,20,572,No
8329-IBCTI,1,20,19,Yes
1271-SJBGZ,12,44,526,Yes
3845-JHAMY,16,36,552,No
7013-PSXHK,40,81,3208,No
5669-SRAIP,5,40,210,Yes
5981-ITEMU,40,97,3706,Yes
3486-NPGST,36,20,620,No
6941-PMGEP,5,80,412,Yes
1624-WOIWJ,10,85,832,Yes
2074-GKOWZ,2,90,185,Yes
0376-YMCJC,23,91,1943,Yes
6100-FJZDG,26,20,505,No
4829-ZLJTK,72,112,8046,No
1730-VFMWO,34,50,1815,No
7143-BQIBA,10,62,612,No
3800-LYTRK,14,56,795,No
0634-SZPQA,23,90,2169,Yes
9646-NMHXE,47,20,973,No
7030-NJVDP,24,89,2210,No
5536-RTPWK,49,99,4853,Yes
8883-GRDWQ,20,54,1055,No
6166-ILMNY,2,70,144,Yes
3097-NNSPB,2,49,91,Yes
7771-ZONAT,22,57,1304,No
0655-RBDUG,7,98,713,Yes
2111-DWYHN,1,21,21,No
4194-WHFCB,59,97,5580,No
4121-AGSIN,58,24,1497,No
4361-BKAXE,41,114,4527,Yes
9845-PEEKO,59,79,4590,No
0455-XFASS,3,70,200,No
0301-KOBTQ,32,20,614,No
1751-NCDLI,46,99,4564,No
4367-NUYAO,0,26,0,No
9878-TNQGW,2,81,171,Yes
9170-ARBTB,52,20,1012,No
4441-NIHPT,13,74,940,Yes
8999-BOHSE,11,90,1047,Yes
7241-AJHFS,32,88,2766,No
7029-RPUAV,17,100,1622,Yes
4546-FOKWR,16,75,1129,No
9036-CSKBW,51,107,5680,No
5832-TRLPB,29,75,2243,No
8590-YFFQO,70,65,4523,No
8659-IOOPU,71,100,7159,No
1338-CECEE,41,68,2839,No
7439-DKZTW,1,81,80,No
4646-QZXTF,7,81,580,No
4607-CHPCA,25,90,2178,Yes
9742-XOKTS,67,90,6038,No
6921-OZMFH,5,56,259,No
9578-FOMUK,15,25,324,No
4712-UYOOI,20,20,417,No
8824-RWFXJ,3,56,168,Yes
7722-CVFXN,54,105,5637,No
8717-VCTXJ,42,20,839,No
7363-QTBIW,9,80,769,No
4159-NAAIX,63,97,6253,No
0971-QIFJK,69,24,1641,No
9397-TZSHA,69,25,1678,No
3391-JSQEW,40,50,2058,No
0343-QLUZP,60,40,2424,No
9763-PDTKK,4,94,387,Yes
2176-LVPNX,71,90,6293,No
7627-JKIAZ,37,79,2839,Yes
3312-UUMZW,32,99,3145,No
1271-UODNO,39,54,2200,No
8461-EFQYM,38,24,914,No
6900-RBKER,52,89,4577,No
6891-JPYFF,48,105,4997,No
1459-QNFQT,70,60,4144,No
1047-NNCBF,20,71,1493,No
3696-XRIEN,50,82,4179,No
4081-DYXAV,19,45,893,Yes
0074-HDKDG,25,62,1611,No
8791-GFXLZ,12,49,593,No
8111-SLLHI,39,106,4284,Yes
0927-LCSMG,7,75,544,Yes
9330-DHBFL,23,66,1533,No
0098-BOWSO,27,19,529,No
3452-ABWRL,47,86,3865,No
5859-HZYLF,26,19,515,No
8257-RZAHR,14,65,941,Yes
5293-WXJAK,11,104,1133,Yes
3156-QLHBO,2,19,48,No
2208-NQBCT,26,82,2070,No
1779-PWPMG,72,115,8333,No
6621-NRZAK,63,20,1209,No
0831-JNISG,71,20,1396,No
0774-IFUVM,11,65,723,No
3082-WQRVY,14,20,228,No
9553-DLCLU,13,89,1161,No
1641-BYBTK,6,20,98,No
2460-NGXBJ,11,75,775,No
2446-ZKVAF,18,57,1074,No
0841-NULXI,1,36,35,Yes
3522-CDKHF,32,76,2324,No
1430-SFQSA,29,36,1072,No
0411-EZJZE,3,60,170,No
7851-WZEKY,2,95,196,Yes
8844-TONUD,13,97,1162,Yes
8807-ARQET,41,40,1677,No
8992-CEUEN,1,19,18,No
4320-QMLLA,7,55,370,No
8777-PVYGU,52,64,3410,No
8292-ITGYJ,45,25,1138,No
6870-ZWMNX,70,76,5264,No
0621-CXBKL,53,19,1005,No
5268-DSMNQ,62,98,5936,No
5334-JLAXU,60,94,5475,No
4086-YQSNZ,3,80,224,Yes
6242-MBHPK,23,95,2326,No
5868-CZJDR,1,31,31,Yes
9359-UGBTK,67,72,4991,No
0135-NMXAP,12,90,1052,Yes
4782-OSFXZ,71,83,5831,No
6479-OAUSD,25,20,510,No
7129-ACFOG,5,54,283,No
4189-NAKJS,26,52,1295,No
5562-BETPV,1,20,19,No
1282-IHQAC,70,44,3011,No
9127-FHJBZ,72,114,8093,No
6270-OMFIW,60,94,5610,Yes
1641-RQDAY,32,100,3217,No
0107-WESLM,1,20,19,Yes
6994-ORCWG,14,54,773,No
1346-UFHAX,13,80,1029,No
3992-YWPKO,6,110,669,Yes
2933-XEUJM,46,79,3593,No
0125-LZQXK,15,101,1553,Yes
5461-QKNTN,43,94,3953,No
4835-YSJMR,39,50,1971,No
8399-YNDCH,21,60,1236,Yes
3164-YAXFY,57,54,3196,No
0887-WBJVH,53,93,4872,No
4660-IRIBM,18,88,1500,No
5673-FSSMF,1,60,60,Yes
7670-ZBPOQ,58,61,3478,No
8089-UZWLX,71,104,7413,No
0080-OROZO,35,99,3532,No
3916-NRPAP,3,86,256,No
6807-SIWJI,38,105,3887,No
8221-HVAYI,35,69,2490,No
1579-KLYDT,7,90,593,Yes
5232-NXPAY,47,74,3510,No
8967-SZQAS,14,50,765,No
4468-KAZHE,20,60,1259,No
0455-ENTCR,66,85,5538,No
8944-AILEF,15,19,340,No
5542-NKVRU,42,21,844,No
7126-RBHSD,17,79,1348,No
5370-IIVVL,37,104,3778,No
6789-HJBWG,12,49,611,No
3927-NLNRY,53,94,4867,Yes
9087-EYCPR,60,25,1505,No
6791-YBNAK,18,26,467,No
6358-LYNGM,1,75,74,Yes
6077-BDPXA,3,70,194,No
0013-MHZWF,9,69,571,No
5494-HECPR,1,80,80,Yes
8268-YDIXR,56,93,5253,No
9824-BEMCV,17,69,1149,Yes
1373-ORVIZ,11,66,740,Yes
4291-SHSBH,7,70,521,No
6980-IMXXE,69,20,1412,No
9866-QEVEE,19,86,1532,Yes
9897-KXHCM,3,80,250,Yes
0040-HALCW,54,20,1090,No
0784-GTUUK,62,24,1446,No
7979-CORPM,24,91,2282,Yes
2294-DMMUS,62,70,4300,No
0872-JCPIB,17,66,1111,No
3055-MJDSB,9,25,190,No
9091-WTUUY,64,69,4447,No
1618-CFHME,2,76,143,Yes
3165-HDOEW,1,46,45,Yes
6581-NQCBA,16,50,810,Yes
7115-IRDHS,72,25,1830,No
8496-DMZUK,30,90,2820,No
2040-VZIKE,49,101,4847,No
9068-VPWQQ,61,75,4729,No
0178-SZBHO,47,87,4017,No
0384-RVBPI,20,64,1398,No
1689-MRZQR,34,78,2564,Yes
1299-AURJA,70,25,1685,No
4525-VZCZG,54,106,5826,No
1543-LLLFT,61,98,6066,No
5835-BEQEU,3,77,228,Yes
2788-CJQAQ,13,19,270,No
5565-FILXA,16,96,1529,Yes
0319-QZTCO,3,59,168,No
2120-SMPEX,25,20,536,No
0096-FCPUF,30,64,1888,No
0668-OGMHD,21,28,629,No
5552-ZNFSJ,1,45,45,Yes
2223-KAGMX,15,19,289,Yes
6507-ZJSUR,23,90,2117,No
9408-HRXRK,45,105,4730,No
5593-SUAOO,24,83,2033,No
7321-PKUYW,11,90,987,Yes
2833-SLKDQ,1,45,45,Yes
6766-HFKLA,56,103,5744,No
7595-EUIVN,1,76,75,Yes
7617-EYGLW,1,19,19,No
2026-TGDHM,7,79,523,Yes
9220-ZNKJI,55,89,4805,No
4030-VPZBD,2,31,59,Yes
2226-ICFDO,72,86,6110,No
0723-VSOBE,45,34,1596,No
5529-GIBVH,47,20,1046,No
4187-CINZD,46,95,4424,Yes
9992-UJOEL,2,50,92,No
4741-WWJQZ,2,80,194,No
6625-UTXEW,12,51,612,No
6818-WOBHJ,68,90,6127,Yes
6244-BESBM,69,95,6671,No
1004-NOZNR,56,95,5264,No
1251-STYSZ,4,80,303,No
2612-PHGOX,64,76,4818,No
2408-TZMJL,59,110,6448,Yes
8480-PPONV,62,116,7159,No
8780-IHCRN,63,25,1574,No
4598-ZADCK,53,54,2879,No
1257-SXUXQ,5,19,86,No
9681-KYGYB,49,88,4159,No
7182-OVLBJ,62,101,6638,No
5095-ETBRJ,55,57,3112,No
7005-CYUIL,71,99,7168,No
4821-WQOYN,72,20,1326,No
4730-AWNAU,36,61,2234,No
3452-FLHYD,25,21,495,No
2388-LAESQ,72,115,8317,No
9531-NSBMR,36,19,679,No
6260-ONULR,1,63,62,No
4389-UEFCZ,72,106,7544,No
8711-LOBKY,59,20,1188,No
9134-CEQMF,7,90,676,Yes
8985-OOPOS,1,74,74,No
8800-ZKRFW,30,108,3242,No
2616-FLVQC,64,20,1240,No
9968-FFVVH,63,69,4111,No
3108-PCCGG,72,84,5899,No
7993-PYKOF,8,75,632,Yes
8390-FESFV,62,84,5193,No
3022-BEXHZ,67,111,7530,No
5027-XWQHA,6,45,270,Yes
6248-TKCQV,70,81,5460,No
6729-GDNGC,20,81,1614,No
6198-ZFIOJ,5,76,402,No
5989-OMNJE,24,58,1367,No
4566-QVRRW,11,44,483,Yes
1291-CUOCY,72,111,7962,No
9795-SHUHB,66,58,3810,No
3230-IUALN,45,81,3533,No
0042-RLHYP,69,20,1396,No
8519-IMDHU,15,86,1345,Yes
4945-RVMTE,28,60,1646,No
0201-OAMXR,70,116,8127,Yes
1866-NXPSP,36,76,2680,No
3372-KWFBM,16,87,1281,Yes
7831-QGOXH,18,85,1553,Yes
6393-WRYZE,34,98,3207,Yes
3941-XTSKM,42,45,2049,No
1661-CZBAU,48,71,3629,No
6599-RCLCJ,47,110,5124,Yes
9831-BPFRI,39,90,3474,Yes
5158-RIVOP,11,21,202,No
9788-YTFGE,7,20,147,No
9277-JOOMO,3,25,86,No
1907-YLNYW,8,67,579,No
1725-MIMXW,1,19,19,Yes
8947-YRTDV,32,95,3131,No
3161-ONRWK,60,66,3928,No
0114-RSRRW,10,20,187,No
4565-NLZBV,71,25,1710,No
0031-PVLZI,4,20,76,Yes
7206-GZCDC,1,69,69,Yes
6682-VCIXC,43,51,2151,No
4791-QRGMF,59,100,5961,Yes
6475-VHUIZ,23,54,1221,No
3910-MRQOY,72,19,1496,No
0661-WCQNQ,22,56,1292,No
7537-RBWEA,1,25,25,No
4656-CAURT,69,24,1713,No
0121-SNYRK,50,35,1748,No
1768-ZAIFU,1,25,25,Yes
4671-LXRDQ,2,45,96,Yes
3733-LSYCE,15,75,1114,No
6265-FRMTQ,31,20,609,No
1934-SJVJK,1,20,20,Yes
3838-OZURD,66,105,7133,Yes
1371-DWPAZ,0,56,0,No
9269-CQOOL,3,55,169,Yes
2017-CCBLH,8,20,141,No
7690-KPNCU,64,73,4688,No
0536-BGFMZ,28,20,563,No
2293-IJWPS,57,101,5985,No
2845-HSJCY,14,87,1258,Yes
5469-NUJUR,19,20,373,No
1184-PJVDB,10,80,857,Yes
2625-TRCZQ,51,50,2553,No
4102-HLENU,67,66,4322,No
7266-GSSJX,11,20,250,No
7722-VJRQD,72,61,4549,No
7073-QETQY,66,20,1359,No
9415-DPEWS,18,88,1639,Yes
5624-RYAMH,9,20,178,No
0196-JTUQI,9,75,633,No
7130-YXBRO,48,111,5315,No
9272-LSVYH,10,70,735,No
7943-RQCHR,9,95,889,Yes
3793-MMFUH,13,95,1290,Yes
3249-ZPQRG,4,78,330,Yes
2568-BRGYX,4,70,237,Yes
3084-DOWLE,72,92,6474,No
1084-MNSMJ,51,86,4421,No
7721-JXEAW,59,41,2452,Yes
7249-WBIYX,10,86,813,Yes
4238-HFHSN,61,82,4904,No
6250-CGGUN,54,84,4484,No
5478-JJVZK,33,61,2033,No
7596-IIWYC,27,20,538,No
6567-HOOPW,1,79,79,Yes
9793-WECQC,23,95,2192,No
4291-HPAXL,1,20,19,No
8999-YPYBV,45,84,3858,No
1839-FBNFR,39,20,854,No
3164-AALRN,5,70,347,Yes
3071-MVJCD,72,82,5815,No
1697-BCSHV,58,67,3970,No
0562-KBDVM,70,45,3058,No
1131-SUEKT,61,98,6145,No
3717-OEAUQ,2,71,129,No
4538-WNTMJ,46,25,1165,No
3334-CTHOL,1,50,49,Yes
4704-ERYFC,22,69,1554,Yes
9432-RUVSL,48,102,4904,No
8060-HIWJJ,64,87,5632,No
7684-XSZIY,72,24,1643,No
9089-UOWJG,12,58,740,No
8621-MNIHH,34,94,3217,Yes
8039-ACLPL,72,69,4888,No
9885-AIBVB,29,86,2440,No
1934-MKPXS,33,20,620,No
2592-YKDIF,1,20,20,No
2272-JKMSI,62,111,6840,No
0471-LVHGK,41,73,3001,Yes
9518-RWHZL,64,100,6254,Yes
8714-CTZJW,4,83,319,No
3569-EDBPQ,24,84,1938,No
3131-NWVFJ,14,20,294,No
7521-YXVZY,3,20,58,No
5419-CONWX,4,100,442,Yes
6240-EURKS,18,35,553,Yes
2373-NTKOD,8,66,546,No
1970-KKFWL,35,23,797,No
6960-HVYXR,1,76,76,Yes
9337-SRRNI,66,25,1673,No
0895-UADGO,8,45,343,No
5678-VFNEQ,71,104,7412,No
5977-CKHON,43,93,4039,No
7024-OHCCK,2,94,170,Yes
2692-BUCFV,29,101,2948,No
7861-UVUFT,15,84,1308,Yes
1830-GGFNM,65,95,6078,No
5302-BDJNT,35,96,3418,No
5223-UZAVK,64,100,6603,No
4859-ZSRDZ,58,56,3166,No
5651-WYIPH,18,50,865,No
9350-VLHMB,67,90,6373,No
3498-LZGQZ,63,19,1177,No
8785-CJSHH,60,100,5985,No
5357-TZHPP,9,84,732,Yes
3870-SPZSI,70,113,7869,No
0680-DFNNY,15,101,1504,Yes
7560-QRBXH,48,20,936,No
7077-XJMET,12,74,741,No
8752-GHJFU,71,92,6585,No
6896-SRVYQ,44,74,3122,No
7767-UXAGJ,1,50,50,Yes
4652-ODEVH,45,24,1088,No
6510-UPNKS,23,25,615,No
6718-BDGHG,43,65,2908,No
9046-DQMTP,35,21,739,No
6439-LAJXL,9,69,593,No
1571-SAVHK,12,100,1132,Yes
9052-VKDUW,65,109,7227,No
9546-CQJSU,2,91,193,Yes
1666-JZPZT,27,49,1291,No
5777-KJIRB,40,50,2023,No
0506-LVNGN,5,76,349,Yes
7677-SJJJK,8,20,153,No
2480-EJWYP,58,98,5458,No
3253-HKOKL,52,100,5244,No
7055-HNEOJ,3,56,154,No
5514-YQENT,41,111,4507,No
3211-AAPKX,20,99,2031,No
8445-DNBAE,1,50,50,No
2951-QOQTK,4,81,332,Yes
2958-NHPPS,23,21,473,No
6806-YDEUL,6,20,106,No
1735-XMJVH,8,19,152,No
6890-PFRQX,18,70,1199,No
0222-CNVPT,52,49,2555,No
5899-OUVKV,31,94,2979,No
8681-ICONS,29,21,654,No
1621-YNCJH,36,106,3834,No
3473-XIIIT,16,100,1534,Yes
6362-QHAFM,42,108,4586,No
7893-IXHRQ,1,21,20,Yes
3070-BDOQC,60,100,5941,No
2952-QAYZF,5,85,424,Yes
6234-PFPXL,22,96,2234,No
9824-QCJPK,36,20,666,No
4763-PGDPO,4,70,281,Yes
4283-IVYCI,9,65,547,No
1866-OBPNR,1,75,74,No
8205-MQUGY,12,49,571,No
8970-ANWXO,23,74,1756,No
9480-BQJEI,62,92,5731,No
5394-SVGJV,37,99,3475,Yes
6979-TNDEU,8,19,156,No
9777-WJJPR,31,89,2683,No
9283-LZQOH,13,74,896,Yes
7079-QRCBC,24,99,2407,Yes
9495-SKLKD,45,96,4456,No
6048-UWKAL,69,105,6998,No
5067-DGXLL,2,20,36,No
5469-CTCWN,61,106,6547,Yes
9851-QXEEQ,41,105,4346,Yes
6281-FKEWS,44,49,2265,No
8898-KASCD,39,36,1309,No
9242-TKFSV,72,65,4754,No
9290-SHCMB,13,97,1235,No
0743-HNPFG,51,70,3562,No
2277-BKJKN,71,99,7213,No
9809-IMGCQ,22,97,2082,Yes
5208-HFSBT,2,55,102,Yes
5035-PGZXH,56,107,5914,No
8695-WDYEA,1,51,51,No
6543-JXSOO,23,58,1282,No
8016-ZMGMO,66,71,4738,No
8605-ITULD,1,20,19,No
3254-YRILK,19,88,1775,Yes
6416-YJTTB,11,80,795,No
2667-WYLWJ,8,20,145,Yes
4472-VESGY,52,98,4993,No
3195-TQDZX,3,20,61,No
3128-YOVTD,51,79,4018,No
0529-ONKER,15,76,1146,Yes
1728-CXQBE,64,94,6081,No
7041-TXQJH,37,40,1478,No
5014-GSOUQ,13,20,243,No
5724-BIDBU,49,55,2633,No
0481-SUMCB,45,102,4735,No
1769-GRUIK,18,71,1247,No
5240-IJOQT,1,75,74,Yes
8819-WFGGJ,68,54,3794,No
7427-AUFPY,54,20,1008,No
2811-POVEX,23,88,2130,No
1092-GANHU,17,77,1313,Yes
7898-PDWQE,71,80,5727,No
9972-EWRJS,67,19,1372,No
9314-IJWSQ,14,85,1203,No
0661-XEYAN,1,26,25,Yes
5799-JRCZO,63,20,1215,No
1921-KYSAY,41,69,2877,No
6198-RTPMF,17,93,1579,No
2924-KHUVI,56,101,5514,No
1925-GMVBW,5,21,96,No
7881-EVUAD,2,43,72,Yes
6184-DYUOB,3,20,55,No
9207-ZPANB,37,67,2443,No
5766-XQXMQ,29,69,1970,Yes
9327-QSDED,8,44,335,No
1656-DRSMG,63,110,7002,No
3012-VFFMN,7,21,158,No
2984-AFWNC,3,95,293,No
0640-YJTPY,72,21,1493,No
8096-LOIST,19,56,1093,No
9764-REAFF,59,18,1057,No
3703-VAVCL,2,90,190,Yes
7107-UBYKY,35,26,882,No
4881-GQJTW,14,20,300,No
8519-QJGJD,14,75,1025,Yes
7876-DNYAP,69,20,1436,No
